학교명,학교급,학교특성,주소,위도,경도,전화번호,홈페이지 주소,남녀공학
성심여자중학교,3,중학교,"서울특별시 용산구 원효로19길 49 , 성심여자중학교 (원효로4가)",37.534577,126.954445,02-3273-4132,http://sacredheart.sen.ms.kr,녀
숭의여자중학교,3,중학교,서울특별시 동작구 여의대방로36길 79 (대방동),37.508308,126.928987,02-810-7700,http://seg.sen.ms.kr,녀
신광여자중학교,3,중학교,서울특별시 용산구 청파로 263 (청파동3가),37.5431703,126.9699957,02-710-6990,http://shinkwang.sen.ms.kr,녀
오산중학교,3,중학교,"서울특별시 용산구 보광로7길 17 (보광동,오산중학교)",37.523974,126.999569,02-7999-400,http://osan.sen.ms.kr,남
용강중학교,3,중학교,서울특별시 용산구 이촌로65가길 91 (이촌동),37.5215772,126.9754842,02-795-6176,http://yonggang.sen.ms.kr,공학
용산중학교,3,중학교,서울특별시 용산구 두텁바위로 74 (용산동2가),37.54606741,126.9809259,070-4000-3800,http://ys.sen.ms.kr,남
장원중학교,3,중학교,서울특별시 중구 동호로15길 93-34 (신당동),37.55396515,127.0060433,02-2238-1181,http://jangwon.sen.ms.kr,공학
장충중학교,3,중학교,서울특별시 중구 동호로15길 93 (신당동),37.553109,127.006169,02-2233-9990,http://jangchung.sen.ms.kr,남
중앙중학교,3,중학교,서울특별시 종로구 창덕궁길 164 (계동),37.586097,126.986677,02-742-1325,http://choongang.sen.ms.kr,공학
창덕여자중학교,3,중학교,"서울특별시 중구 정동길 22 , 창덕여자중학교 (정동)",37.56643109,126.9692123,02-2125-8000,http://cd.sen.ms.kr,녀
청운중학교,3,중학교,서울특별시 종로구 창의문로 51 (청운동),37.58917265,126.971087,02-737-0582,https://cheongun.sen.ms.kr,남
한강중학교,3,중학교,서울특별시 용산구 녹사평대로 73 (서빙고동),37.52361219,126.9927917,02-794-1791,http://hangang.sen.ms.kr,공학
한양중학교,3,중학교,서울특별시 중구 을지로 299 (신당동),37.565719,127.010857,02-2234-4725,http://hanyang.sen.ms.kr,남
환일중학교,3,중학교,서울특별시 중구 환일길 47 (만리동2가),37.5538606,126.9619374,02-390-7211,http://www.hwanil.ms.kr,남
서울체육중학교,3,중학교,"서울특별시 송파구 강동대로 232 , 서울체육중학교 (방이동)",37.521752,127.129926,02-2140-9801,http://cheyuk.sen.ms.kr/,공학
삼각산중학교,3,중학교,"서울특별시 강북구 삼양로19길 141 , 삼각산중학교 (미아동)",37.616173,127.015501,02-944-4999,http://samgaksan.sen.ms.kr,공학
을지중학교,3,중학교,서울특별시 노원구 덕릉로 580 (중계동),37.649707,127.071756,02-938-7082,http://eulji.sen.ms.kr,공학
구암중학교,3,중학교,서울특별시 관악구 성현로 53 (봉천동),37.49276524,126.9486035,02-881-2900,http://guahm.sen.ms.kr,공학
경일중학교,3,중학교,서울특별시 성동구 성수일로 27 (성수동1가),37.543346,127.048384,02-468-0651,http://kyungil.sen.ms.kr,공학
마장중학교,3,중학교,"서울특별시 성동구 마장로35나길 31 , 마장중학교 (마장동)",37.56830886,127.0421258,02-2282-2933,http://mj.sen.ms.kr,공학
개운중학교,3,중학교,"서울특별시 성북구 북악산로 935 (돈암동,개운중학교)",37.59462638,127.0248432,02-3291-5492,http://gw.sen.ms.kr,공학
양진중학교,3,중학교,"서울특별시 광진구 워커힐로 32 , 양진중학교",37.54457562,127.0983107,02-2049-1200,http://yangjin.sen.ms.kr,공학
염경중학교,3,중학교,"서울특별시 강서구 양천로69길 35 (염창동,염경중학교)",37.55453944,126.8705313,02-3661-6252,http://yeomgyeong.sen.ms.kr,공학
효문중학교,3,중학교,"서울특별시 도봉구 우이천로 432 (쌍문동, 효문중 고등학교)",37.652264,127.018402,02-999-1785,http://hyomun.sen.ms.kr,공학
상암중학교,3,중학교,서울특별시 마포구 상암산로1길 26 (상암동),37.5788468,126.8878697,02-375-5300,http://sangam.sen.ms.kr,공학
수명중학교,3,중학교,"서울특별시 강서구 수명로2길 16 (내발산동,수명중학교)",37.548803,126.823596,02-6738-1200,http://sumyeong.sen.ms.kr,공학
진관중학교,3,중학교,서울특별시 은평구 진관4로 36 (진관동),37.64425726,126.9257289,02-383-5379,http://jingwan.sen.ms.kr,공학
목운중학교,3,중학교,"서울특별시 양천구 목동동로 235 (목동,목운초.중학교)",37.527223,126.872698,02-2651-4060,http://mogun.sen.ms.kr,공학
솔샘중학교,3,중학교,"서울특별시 강북구 인수봉로 39 (미아동, 솔샘중.고등학교)",37.6235558,127.012212,02-981-6872,https://solsaem.sen.ms.kr,공학
인왕중학교,3,중학교,"서울특별시 서대문구 세검정로4길 , 69 (홍제동)",37.59272346,126.9517777,02-396-5406,http://inwang.sen.ms.kr,공학
문현중학교,3,중학교,"서울특별시 송파구 충민로 99 (장지동, 문현중학교)",37.480955,127.127977,02-407-4095,http://munhyeon.sen.ms.kr,공학
강명중학교,3,중학교,"서울특별시 강동구 상일로12길 56 (강일동, 강명중학교)",37.55559451,127.1748984,02-440-3200,http://gangmyoung.sen.ms.kr,공학
강동중학교,3,중학교,"서울특별시 강동구 풍산로 237 , 강동중학교 (강일동)",37.56964926,127.1778381,02-481-1502,http://gang-dong.sen.ms.kr,공학
신도중학교,3,중학교,서울특별시 은평구 진관1로 77-30 (진관동),37.63298366,126.930879,02-389-4330,http://shindo.sen.ms.kr,공학
창천중학교,3,중학교,서울특별시 마포구 백범로1길 56 (노고산동),37.5549751,126.9390619,02-701-9595,https://changchun.sen.ms.kr,공학
천왕중학교,3,중학교,"서울특별시 구로구 천왕로 63 (천왕동, 천왕중학교)",37.48265604,126.8373334,02-2618-2832,http://cheonwang.sen.ms.kr,공학
가재울중학교,3,중학교,"서울특별시 서대문구 수색로 100-75 (북가좌동, 가재울중학교)",37.57517285,126.9099537,02-726-1700,http://gajaeul.sen.ms.kr,공학
위례솔중학교,3,중학교,"서울특별시 송파구 위례북로2길 10 , 위례솔중학교 (거여동)",37.487252,127.150259,02-402-0122,wiryesol.sen.ms.kr,공학
길음중학교,3,중학교,"서울특별시 성북구 길음로 144 , 길음중학교 (길음동)",37.6140891,127.017456,02-910-8770,http://gireum.sen.ms.kr,공학
마곡중학교,3,중학교,서울특별시 강서구 마곡중앙5로 58 (마곡동),37.56798307,126.8214007,02-2666-8502,http://magok.sen.ms.kr,공학
숭곡중학교,3,중학교,"서울특별시 성북구 종암로 208 , 숭곡중학교 (하월곡동)",37.60862,127.031324,02-912-7572,http://soonggok.sen.ms.kr,공학
세곡중학교,3,중학교,"서울특별시 강남구 자곡로 81 (자곡동, 세곡중학교)",37.4715425,127.0922007,02-2040-2900,http://segok.sen.ms.kr,공학
송례중학교,3,중학교,서울특별시 송파구 위례순환로 429 (장지동),37.477883,127.139596,02-2144-2800,http://songrye.sen.ms.kr,공학
내곡중학교,3,중학교,서울특별시 서초구 청계산로7길 9-20 (신원동),37.45255,127.054303,02-571-9532,https://naegok.sen.ms.kr,공학
항동중학교,3,중학교,"서울특별시 구로구 연동로 239-2 (항동, 항동중학교)",37.4827484,126.820242,02-2223-0223,http://hangdong.sen.ms.kr,공학
신길중학교,3,중학교,"서울특별시 영등포구 신길로28길 43 (신길동, 신길중학교)",37.50189,126.9155233,02-6956-4770,http://singil.sen.ms.kr,공학
마곡하늬중학교,3,중학교,서울특별시 강서구 마곡서1로 16 (마곡동),37.5580068,126.8208606,02-6985-5900,http://magokhanui.sen.ms.kr,공학
해누리중학교,3,중학교,"서울특별시 송파구 송파대로37길 95 , 해누리중학교 (가락동)",37.4983635,127.1019563,02-3469-4800,http://haenuri.sen.ms.kr,공학
강빛중학교,3,중학교,"서울특별시 강동구 아리수로93다길 1 (강일동, 강빛초중통합학교)",37.573938,127.170899,02-6951-3964,http://gbm.sen.ms.kr,공학
